Image Name,Gabor Features
2NA22S0DU-K11@8.jpg,"[254.9276251940994, 2.419316763739167, 254.9970642468944, 0.2999678414228174, 254.99978163819875, 0.044330672556412695, 255.0, 0.0, 255.0, 0.0, 254.92612092391303, 2.403353343478071, 254.99522030279502, 0.4340217323152817, 254.99898097826087, 0.20687647192992595, 254.99917507763976, 0.1674714296575591, 254.99922360248448, 0.1576201690894674, 254.94431774068323, 2.0062451578789933, 254.99623932453417, 0.451619355323318, 254.99830163043478, 0.29961321445113065, 254.9985927795031, 0.2808040106573989, 254.9986413043478, 0.2758352959065679, 254.93284161490683, 2.1879164731652128, 254.99830163043478, 0.16350628422728505, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.92359763198758, 2.6547248953096823, 254.9990295031056, 0.1370334741682128, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9481269409938, 1.9452989661583937, 254.99893245341616, 0.13560891008101064, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.96491653726707, 1.5623623333211014, 254.99861704192546, 0.16343504656467542, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.95052892080744, 1.8859934476778475, 254.99801048136646, 0.24735777935644837, 254.99983016304347, 0.03447941198832099, 255.0, 0.0, 255.0, 0.0]"
3ME22J002-K11@14.jpg,"[246.91255822981367, 32.087540717691304, 252.06679444875778, 18.7511161125385, 252.94344429347825, 15.44336286362085, 253.1330551242236, 14.627007484935277, 253.1787655279503, 14.423343008946247, 247.78348214285714, 29.913785681887305, 252.35592973602485, 17.66317044112778, 253.07295710403727, 14.864681113749297, 253.228382181677, 14.191583398844529, 253.2658190993789, 14.027022783068256, 248.6990246506211, 27.72811820916386, 252.6065605590062, 16.71259118873175, 253.17519895186336, 14.407219738693694, 253.29653532608697, 13.87270186996943, 253.32550465838509, 13.743687700492687, 248.1325698757764, 29.002630110623183, 252.48245826863354, 17.082292570424315, 253.16568808229815, 14.384552858183715, 253.30997670807454, 13.732339499739421, 253.3444778726708, 13.57320800412307, 247.408336568323, 30.638702606786314, 252.25977775621118, 17.789757847350756, 253.0960791925466, 14.589544275742568, 253.27588800465838, 13.809549442364931, 253.31999708850933, 13.614941011623646, 247.8075019409938, 29.877410600950267, 252.33700504658384, 17.670216024520908, 253.05759899068323, 14.912878838775528, 253.21030667701862, 14.256309439491014, 253.24754949534162, 14.091810596426386, 248.28787364130434, 28.931721038016576, 252.38924204192546, 17.64566455614918, 253.0093410326087, 15.281063563196083, 253.13972729037266, 14.741579202346184, 253.170661878882, 14.612357807270282, 247.55264945652175, 30.670253416782117, 252.18354522515529, 18.414862326721966, 252.93618982919256, 15.587324281675206, 253.0953270574534, 14.902149511850489, 253.1336616847826, 14.73345168810201]"
4BE22S015-C11@13.1.jpg,"[254.83579192546583, 3.2031101433209193, 254.99405570652175, 0.43673801345163193, 254.99949048913044, 0.075185668904464, 254.99990295031057, 0.019702521136183423, 254.99997573757764, 0.004925630284045856, 254.86527076863354, 2.9027022800231217, 254.99461374223603, 0.4229445480341035, 254.99885966614906, 0.1740760327174845, 254.99917507763976, 0.1373880784470503, 254.99924786490683, 0.13041239345758432, 254.8897758152174, 2.6427337037201553, 254.99381308229815, 0.5045749148740531, 254.99776785714286, 0.32650283519319845, 254.99796195652175, 0.30427167154615103, 254.99801048136646, 0.2996114225935421, 254.7534695263975, 3.828487643989674, 254.990367818323, 0.7124934622921534, 254.99689440993788, 0.424570551789702, 254.99740392080744, 0.37398679826921477, 254.99747670807454, 0.36329218356250176, 254.6318905279503, 5.059983374675358, 254.98959142080744, 0.7676895288600911, 254.99716129658384, 0.4068592502658508, 254.9981075310559, 0.35141449653501783, 254.9982288431677, 0.3404386209265661, 254.7930900621118, 3.6412660864575264, 254.9935219332298, 0.6111681861252815, 254.9976950698758, 0.3444033539563417, 254.99830163043478, 0.2917356563407557, 254.9984229425466, 0.2793738098367631, 254.90193128881987, 2.4632765030284243, 254.9956085015528, 0.4567420328994963, 254.9983501552795, 0.23775769621986398, 254.99873835403727, 0.18324191877419474, 254.9988354037267, 0.1694855503872067, 254.87764460403727, 2.7201494387607834, 254.99604522515529, 0.3905409186433728, 254.99895671583852, 0.1564598853369421, 254.99936917701862, 0.09973562668408939, 254.99946622670808, 0.08728181773537283]"
4BE22S015-K11@13.1.jpg,"[240.24602096273293, 33.00803332024445, 253.00026688664596, 13.90058790364531, 253.84603066770185, 10.55360203355233, 254.00099475931677, 9.777703116878747, 254.0370487189441, 9.585747715412849, 241.9485394021739, 31.199086573332362, 253.0572350543478, 13.518949116415017, 253.8184685559006, 10.541031673495509, 253.9586325698758, 9.873663902127952, 253.99080454192546, 9.713787359277157, 243.92881405279502, 28.92641289004124, 253.21096176242236, 12.918555990697863, 253.8355007763975, 10.496303021408796, 253.94815120341616, 10.00784605716163, 253.974475931677, 9.891758360363664, 242.0494225543478, 31.014145805722865, 253.11296583850933, 13.095789766349451, 253.86796389751552, 10.161756402104672, 254.0052649456522, 9.511171840951631, 254.0372913431677, 9.353956303349905, 240.3713363742236, 32.75061403607153, 253.0338218167702, 13.324725246753891, 253.9085549301242, 9.935186827359464, 254.06169934006212, 9.174782440283206, 254.0962975543478, 8.98842044690865, 242.34920904503105, 30.153335988732493, 253.32346661490683, 12.701233028174753, 253.9523971273292, 10.089610391313485, 254.06279114906832, 9.49849752199396, 254.0891158773292, 9.349592482824045, 244.40969526397515, 27.706293170230765, 253.45234860248448, 12.59580368588615, 253.93582589285714, 10.449067793235768, 254.0254512810559, 9.982538011914166, 254.04694778726707, 9.867727386292021, 242.34675854037266, 30.252962728570797, 253.27103552018633, 13.275877166978383, 253.89424010093168, 10.652483171739057, 254.01069972826087, 10.049634537805586, 254.0374854425466, 9.901704257834078]"
4BE22S015-K12@13.1.jpg,"[254.73556385869566, 4.712788695952749, 254.98973699534162, 0.5996136734442808, 254.99968458850933, 0.06403319369259612, 254.99995147515529, 0.009851260568091711, 255.0, 0.0, 254.80056288819875, 4.076682205455177, 254.98854813664596, 0.8417685025994841, 254.99648194875778, 0.4479532549910449, 254.99757375776397, 0.36707983755231244, 254.99779211956522, 0.3476294737797462, 254.85600252329192, 3.407318714388515, 254.9887179736025, 0.9489307516728644, 254.99417701863354, 0.6756747419159319, 254.9951717779503, 0.6173844879600574, 254.99539013975155, 0.6045795270003713, 254.83785423136646, 3.7060290206903006, 254.98883928571428, 0.8449369967747565, 254.9963363742236, 0.43991808443603714, 254.997913431677, 0.35696202664801535, 254.99820458074535, 0.3407590496022799, 254.81058326863354, 4.057872494585461, 254.98905764751552, 0.7080679859209006, 254.99813179347825, 0.21867268754108687, 254.99917507763976, 0.12711448695968933, 254.99941770186336, 0.10881049140906082, 254.83147321428572, 3.796564589484043, 254.9894458462733, 0.8327535516895354, 254.99558423913044, 0.4846537674957951, 254.99648194875778, 0.4010882022526522, 254.996700310559, 0.380700437653698, 254.8447204968944, 3.6238493139822245, 254.98862092391303, 0.8256617783435718, 254.99507472826087, 0.5148701106383343, 254.99587538819875, 0.44476823122043574, 254.99606948757764, 0.4262746703128848, 254.79386645962734, 4.0725439903818765, 254.99073175465838, 0.6763182207017142, 254.99679736024845, 0.3086162881070232, 254.99788916925465, 0.21610346465765606, 254.998180318323, 0.19522539354946783]"
4BE22S015-N11@15.1.jpg,"[248.7414596273292, 25.411707471088913, 253.5726174301242, 9.5224336910996, 254.39603552018633, 5.85914611292903, 254.5340644409938, 5.076205408864994, 254.56315508540374, 4.893428516527831, 249.266231560559, 23.857276335512804, 253.78037655279502, 8.713482984878848, 254.4499466226708, 5.602605394457277, 254.561893439441, 4.947198171251322, 254.5866168478261, 4.792154140936261, 249.81296098602485, 22.382466221653555, 253.92301533385094, 8.17794017726071, 254.4799835015528, 5.469458109410599, 254.5728115295031, 4.914084969744323, 254.59343458850933, 4.782021091861861, 249.33926145186336, 23.92471547494413, 253.7255920031056, 8.982549784968585, 254.4193274456522, 5.746559537646881, 254.5370001940994, 5.0616721936109705, 254.5631793478261, 4.900196375562575, 248.8609763198758, 25.469825094632025, 253.48439926242236, 9.94616961458431, 254.3460064052795, 6.066371951926494, 254.498180318323, 5.231731802328127, 254.53226902173913, 5.030186155902287, 249.22044836956522, 24.399286657507798, 253.62917313664596, 9.447892454501424, 254.37046292701862, 6.240144406337149, 254.49534161490683, 5.598382298070483, 254.52217585403727, 5.4511206111985, 249.63802892080744, 23.005759364410682, 253.8139072204969, 8.910880509212683, 254.38996991459626, 6.475855130338071, 254.4801048136646, 6.054764478717632, 254.50009704968943, 5.962754805151538, 249.1401397515528, 24.303962895026597, 253.68466129658384, 9.297999704101384, 254.38249708850933, 6.253424786433434, 254.49764654503105, 5.636994999904787, 254.52302503881987, 5.491581442717324]"
6CA22S00N-A11@20.jpg,"[254.8340450310559, 2.9223370881844577, 254.9981560559006, 0.17260027383681478, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.88155085403727, 2.539649344004784, 254.99771933229815, 0.27949919240461807, 254.99922360248448, 0.13143151040520978, 254.99946622670808, 0.10836386624900884, 254.99949048913044, 0.10343823596496299, 254.91360151397515, 2.184471811466304, 254.99813179347825, 0.24965310502349133, 254.99898097826087, 0.20687647192992598, 254.99893245341616, 0.2167277324980177, 254.99893245341616, 0.2167277324980177, 254.8568759704969, 2.8256323468728763, 254.99900524068323, 0.1344414932685843, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.7821719720497, 3.6368552793464413, 254.9988354037267, 0.12596137479053934, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.84738936335404, 2.9407404119713028, 254.99970885093168, 0.059107563408550265, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.90726902173913, 2.185694586606104, 254.999393439441, 0.08769732021268961, 254.99992721273293, 0.014776890852137566, 254.99990295031057, 0.019702521136183423, 254.99990295031057, 0.019702521136183423, 254.88596661490683, 2.375030867168561, 254.99868982919256, 0.17525555671798207, 254.99973311335404, 0.05418193312450442, 254.9998786878882, 0.024628151420229286, 254.99990295031057, 0.019702521136183423]"
6CA22S00N-C11@10.jpg,"[253.45174204192546, 10.762097337613383, 254.87711083074535, 2.796640786446358, 254.95390139751552, 1.6189748298211188, 254.9657657220497, 1.3962111086312825, 254.9682647515528, 1.34739448984812, 253.72037558229815, 9.798211954558518, 254.8742721273292, 3.0010612049858194, 254.93893148291926, 2.032056341044234, 254.94984957298138, 1.8330010194936825, 254.95232434006212, 1.7855970665113556, 253.95341614906832, 8.879600547125381, 254.88225446428572, 3.0077119308030698, 254.93162849378882, 2.266969999115552, 254.93997476708074, 2.1265037242914513, 254.94186723602485, 2.0952701669321403, 253.71775524068323, 9.720588960340846, 254.8796341226708, 3.0306320802061695, 254.93723311335404, 2.1174659903088613, 254.9478115295031, 1.9234093828199614, 254.9503833462733, 1.874815816155086, 253.49284258540374, 10.380613201946932, 254.8847049689441, 2.8438006275458143, 254.9501892468944, 1.7779130542059833, 254.96076766304347, 1.555423114274749, 254.96309685559007, 1.501849842129808, 253.77858113354037, 9.180504915436074, 254.91326184006212, 2.4347906141552076, 254.95875388198758, 1.6151147729491533, 254.9661781832298, 1.44388143028102, 254.96775524068323, 1.4038661360617957, 254.03030376552795, 8.113224790625697, 254.92432550465838, 2.228399655466115, 254.96151979813664, 1.5156482749369045, 254.96763392857142, 1.3677712975908831, 254.96901688664596, 1.3330289174746124, 253.75504658385094, 9.353859381234939, 254.90959821428572, 2.3954312981373915, 254.96003979037266, 1.5061112692125453, 254.968143439441, 1.3286511091320392, 254.96986607142858, 1.2854312140197082]"
6CA22S00N-C12@11.1.jpg,"[240.65345982142858, 41.5521312799125, 248.85085888975155, 20.602341584995234, 251.6596710015528, 13.49586145906199, 252.33860636645963, 11.746433821796098, 252.50196525621118, 11.321777406984117, 241.26984666149067, 40.065552108715245, 249.3589382763975, 19.40607472661855, 251.88950892857142, 12.991810554738525, 252.48420516304347, 11.477648112345465, 252.6260918090062, 11.114149897854304, 241.96076766304347, 38.49237692530109, 249.86796389751552, 18.162220470384277, 252.12827542701862, 12.456018128279526, 252.639411878882, 11.181744871230682, 252.7594138198758, 10.878694341350984, 241.247913431677, 40.09144330399536, 249.36490683229815, 19.40667604579927, 251.89060073757764, 12.996908710641462, 252.48396253881987, 11.479793168212224, 252.62728066770185, 11.109585993704048, 240.65840935559007, 41.49406426944919, 248.8393585015528, 20.715679982632178, 251.6337829968944, 13.642685684434575, 252.31242721273293, 11.889993267310198, 252.47804250776397, 11.464763530331663, 241.24781638198758, 40.1579092672257, 249.341930318323, 19.518555145143182, 251.868400621118, 13.150522549582597, 252.460330939441, 11.646915849422221, 252.60187791149067, 11.283413344312248, 241.95846273291926, 38.55814522363751, 249.85148971273293, 18.26589192606027, 252.11083074534162, 12.625441736663593, 252.61383928571428, 11.372073059192502, 252.7309054736025, 11.074873191266486, 241.2713024068323, 40.1193194085117, 249.3471710015528, 19.445861531945397, 251.8851902173913, 13.05260528251055, 252.477169060559, 11.547944418184187, 252.61891013198758, 11.186096997979794]"
6CA22S00N-G11@19.jpg,"[236.93208947981367, 43.61655973097013, 249.19972826086956, 23.262864309977367, 251.4976950698758, 17.836978373096944, 251.99757375776397, 16.561331522546247, 252.11701766304347, 16.25020501528815, 238.44725349378882, 41.43712770491473, 249.8240246506211, 21.90156807783465, 251.77171486801242, 17.325384290936743, 252.18211374223603, 16.29916941081368, 252.28083753881987, 16.051985968405752, 239.97513101708074, 39.32053671631994, 250.29080939440993, 20.913568272607552, 251.93699048913044, 17.097569899119193, 252.27656735248448, 16.3005621705396, 252.35481366459626, 16.113520882934996, 238.42097729037266, 41.68629744621987, 249.80002911490683, 21.945392419511602, 251.7535423136646, 17.310217943596463, 252.16697399068323, 16.265145298962846, 252.26467876552795, 16.017390965996942, 236.87196719720498, 44.12709583061836, 249.04597729037266, 23.651206274837634, 251.39982045807454, 18.077649087002317, 251.9087490295031, 16.762711441859704, 252.03122573757764, 16.44195394962453, 238.0107482531056, 42.824820630077916, 249.2458511257764, 23.515455650863824, 251.28712150621118, 18.772336723750286, 251.72784840838509, 17.68986557414634, 251.83402076863354, 17.424675358160954, 239.4770477484472, 40.77401429621185, 249.6671195652174, 22.690953893512397, 251.39307550465838, 18.79657697280364, 251.75470690993788, 17.97139214767275, 251.8383152173913, 17.779932042031867, 238.1544788431677, 42.2954916505954, 249.40059685559007, 23.062560883643773, 251.42068614130434, 18.43747086730244, 251.85520186335404, 17.396012756361717, 251.9574679736025, 17.1435034299985]"
6CA22S00N-K11@8.jpg,"[251.79102775621118, 19.307339735818275, 254.18502523291926, 10.050511740091512, 254.45484763198758, 8.21060075496621, 254.5115246506211, 7.788471629214171, 254.5244079968944, 7.683260908871114, 252.31706133540374, 17.42089669771476, 254.2928474378882, 9.22663835234451, 254.5035423136646, 7.769000768012599, 254.54719041149067, 7.4460276785200685, 254.55713800465838, 7.3720475193331225, 252.76438761645963, 15.82585113826029, 254.3706570263975, 8.712046782324789, 254.53151688664596, 7.632853892824765, 254.56337344720498, 7.419404673969958, 254.57111315993788, 7.368354147355018, 252.2886257763975, 17.527507570569018, 254.3255531832298, 9.015979774238916, 254.52787752329192, 7.598703459950686, 254.56960888975155, 7.281609936481342, 254.5792895962733, 7.208782091787721, 251.74417701863354, 19.457043411008183, 254.18233210403727, 10.082516661632562, 254.46586277173913, 8.183075959880528, 254.51826960403727, 7.754488411417644, 254.53054638975155, 7.647218326244731, 252.11228649068323, 18.673738764944776, 254.16226708074535, 10.525198935879928, 254.39324534161491, 9.151927160799396, 254.4359229425466, 8.856583513835368, 254.4462829968944, 8.783204343311864, 252.55216420807454, 17.3214814913096, 254.1845642468944, 10.56455337157905, 254.35726416925465, 9.58322370396628, 254.3894604037267, 9.397551010974452, 254.3963024068323, 9.359556115309681, 252.19368691770185, 18.307790528481135, 254.15780279503105, 10.510168714845939, 254.3819633152174, 9.114706596882684, 254.42653338509317, 8.807036739718702, 254.43720885093168, 8.731131909120137]"
6CA22S00N-K12@16.jpg,"[253.1924980590062, 11.114518843594086, 254.93766983695653, 1.8359208697287057, 254.98507861024845, 1.0334776587193268, 254.98891207298138, 0.9112917000241003, 254.9896399456522, 0.8850161015593172, 253.66311626552795, 9.050289441173325, 254.9667362189441, 1.353636580241078, 254.98866944875778, 0.8475580994613787, 254.9907802795031, 0.7604170540781165, 254.99119274068323, 0.7394083073081114, 254.00288722826087, 7.7319883370143945, 254.96743982919256, 1.412121577912093, 254.98563664596273, 0.9920038530022749, 254.98772321428572, 0.9303921538983608, 254.98799010093168, 0.9192326802278642, 253.47966809006212, 9.82313874386085, 254.95450795807454, 1.7173197918849339, 254.98214285714286, 1.113912508173388, 254.98541828416148, 0.9986675467365603, 254.98607336956522, 0.9751623097367909, 252.8129367236025, 12.445396793688923, 254.9242041925466, 2.1777077516216687, 254.97770283385094, 1.2396163136290443, 254.98384122670808, 1.0823439007596147, 254.98488451086956, 1.046840473499803, 253.25662364130434, 11.469520492322443, 254.87992527173913, 2.858100608101575, 254.951911878882, 1.7501850039739484, 254.96389751552795, 1.5408695300873436, 254.9663722826087, 1.4936897547534256, 253.74599670031057, 10.009527971873078, 254.8702445652174, 3.087531857024015, 254.93107045807454, 2.1451206004815195, 254.94215838509317, 1.9666776260617935, 254.94453610248448, 1.927834848548328, 253.51363548136646, 10.579302460408398, 254.89732142857142, 2.665164591034631, 254.95744371118013, 1.6896004028432552, 254.9669788431677, 1.5057799662027669, 254.96884704968943, 1.4649767311733979]"
6CA22S00N-Q11@18.jpg,"[236.688106560559, 37.49252565581985, 251.9033142468944, 16.417753994875923, 253.31145671583852, 12.053821571330639, 253.5714770962733, 11.075237898957166, 253.6318905279503, 10.837045393925571, 238.9411636257764, 34.61651405706163, 252.42097729037266, 14.768415298429657, 253.53396739130434, 11.223109301635274, 253.74027076863354, 10.45685665442922, 253.78670904503105, 10.276559523541364, 241.2816139363354, 32.0146520233027, 252.74944196428572, 13.754410189796806, 253.64821913819875, 10.825042461155952, 253.81099572981367, 10.226875683060932, 253.84772903726707, 10.086966979207512, 239.09770477484471, 34.666393942196294, 252.4505774456522, 14.609644256957404, 253.56584821428572, 11.060574506896703, 253.7638538431677, 10.299850595931668, 253.80961277173913, 10.111433946444746, 236.9683860636646, 37.27458642902684, 251.96256308229815, 16.142510019423653, 253.35151397515529, 11.84875047621608, 253.60537170031057, 10.884083594256396, 253.6651543090062, 10.645390320653414, 238.94553086180125, 35.73215086058847, 252.03095885093168, 16.244215179503012, 253.24250291149067, 12.586686205204737, 253.46397030279502, 11.791909055559405, 253.51579483695653, 11.596952948145933, 240.99374029503105, 33.79668038766576, 252.17544157608697, 16.128785533222022, 253.17080745341616, 13.179861233242256, 253.3469283773292, 12.59002931291552, 253.38722826086956, 12.452921668360874, 238.798088121118, 35.846786228517644, 251.94975252329192, 16.696551109168755, 253.15583753881987, 13.03904497625731, 253.38041052018633, 12.225997828008943, 253.43318128881987, 12.027371149426104]"
A0F22S015-C11@10.jpg,"[254.94984957298138, 2.1631426711444046, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.97695069875778, 1.3252770493985608, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9788189052795, 1.423809954010536, 254.99936917701862, 0.12806638738519222, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.96787655279502, 1.7039147910607415, 254.99941770186336, 0.11821512681710056, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.95045613354037, 2.0498022897429307, 254.99922360248448, 0.15762016908946738, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.96969623447205, 1.4769609967199857, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98515139751552, 0.9944395174101173, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.97879464285714, 1.1353418126653347, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
A0F22S015-C12@8.jpg,"[254.96040372670808, 1.748095256685327, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9848117236025, 0.8065581248779635, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99247864906832, 0.5985811620332134, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9860248447205, 0.8627125029445075, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9824825310559, 1.030698167659162, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98080842391303, 1.077925334415608, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98476319875778, 0.9502424820384077, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9719769021739, 1.2961083925756365, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
A0F22S015-C13@8.jpg,"[254.90887034161491, 2.5978414140766577, 254.9972583462733, 0.2576795167157118, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.94621020962734, 1.8221974197111508, 254.9995632763975, 0.08866134511282542, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.95938470496895, 1.5273452876226794, 254.99936917701862, 0.09082304589062545, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.93422457298138, 2.0737838496337457, 254.9985927795031, 0.17105116514345275, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.89695749223603, 2.8556064199667297, 254.99643342391303, 0.35095241537564226, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.91008346273293, 2.664615158873289, 254.9917022515528, 0.6699148908893602, 254.99679736024845, 0.36905146284638496, 254.99759802018633, 0.31665568383953185, 254.99776785714286, 0.30617808141384856, 254.9225543478261, 2.5345190314236743, 254.99000388198758, 0.8418446914110584, 254.99252717391303, 0.6920147211306841, 254.99281832298138, 0.6796358916760729, 254.99289111024845, 0.677258505484957, 254.91263101708074, 2.7039498382170195, 254.9908288043478, 0.7710952348575361, 254.99558423913044, 0.5020628141765968, 254.9962878493789, 0.44156914344990505, 254.99640916149067, 0.42741448998772935]"
A0F22S015-N11@8.jpg,"[250.02586374223603, 23.97272285175562, 253.59748641304347, 13.01962496425419, 254.06601805124222, 10.471569119450622, 254.16532414596273, 9.860731349166059, 254.18893148291926, 9.710040385158443, 250.56536296583852, 22.452289343897114, 253.7241847826087, 12.359729791992734, 254.09430803571428, 10.328586437814515, 254.17350058229815, 9.854234467989693, 254.19240100931677, 9.73812316613519, 251.22139460403727, 20.540188162042192, 253.85842876552795, 11.55656211036506, 254.1546001552795, 9.974089208877468, 254.21389751552795, 9.642086098350617, 254.2279697204969, 9.565624104652322, 250.5839237189441, 21.752964670342067, 253.843143439441, 11.553475496932924, 254.18788819875778, 9.672566622900925, 254.25657511645963, 9.242660286453996, 254.27370438664596, 9.131643943910541, 249.80172748447205, 23.492076579141944, 253.76737189440993, 11.960213994399048, 254.17342779503105, 9.721019122724876, 254.25642954192546, 9.185043451123905, 254.27632472826087, 9.055151949372721, 250.5491799301242, 21.894223093302895, 253.80961277173913, 11.941767423050678, 254.1395331909938, 10.083924022677522, 254.207637810559, 9.648856047755583, 254.22437888198758, 9.537297228989365, 251.22437888198758, 20.59800071712747, 253.829944681677, 11.992143563051883, 254.09891789596273, 10.47841164634665, 254.1539935947205, 10.147702868709002, 254.1668041537267, 10.070915356514934, 250.6312354425466, 22.41874137320424, 253.7071525621118, 12.606536807126162, 254.06968167701862, 10.618311598508413, 254.1426873059006, 10.152287934719094, 254.16061723602485, 10.033801947863907]"
A0F22S016-K11@10.jpg,"[227.24247864906832, 35.967149418002535, 252.94875776397515, 13.31319871791946, 253.94630725931677, 9.834438596131891, 254.1098602484472, 9.086754799763693, 254.1473456909938, 8.907729009289383, 230.93679638975155, 33.667839938186425, 253.15127620341616, 12.621999552050262, 253.98262810559007, 9.655663678609951, 254.12580065993788, 9.040806821020738, 254.15739033385094, 8.891458594084877, 234.96290275621118, 31.279275990976174, 253.34049883540374, 11.984475594016853, 254.0188519021739, 9.590064694268568, 254.12907608695653, 9.131819267652416, 254.15360539596273, 9.025488682010593, 231.09479328416148, 33.9265727845082, 253.15110636645963, 12.493475499826825, 254.00606560559007, 9.566910599865565, 254.14285714285714, 8.97637359018237, 254.17362189440993, 8.83352652350737, 227.59889363354037, 36.21434746457915, 252.9176048136646, 13.123253161212306, 253.98151203416148, 9.680034831765198, 254.14096467391303, 8.981305251622418, 254.17655764751552, 8.81301922119012, 231.16042313664596, 33.78610160898645, 253.1822593167702, 12.532555497675645, 254.00975349378882, 9.734240427565833, 254.13839285714286, 9.15896613671485, 254.1676048136646, 9.022415078227546, 235.04524941770185, 31.170585665958075, 253.35626940993788, 12.139521283759375, 254.00516789596273, 9.810174116131376, 254.10857434006212, 9.348714612842212, 254.13193905279502, 9.239263897402791, 230.96770671583852, 33.60411376597042, 253.15629852484471, 12.73668498978032, 253.9772903726708, 9.853124533729106, 254.1109035326087, 9.25173894068792, 254.14193517080744, 9.109034892587063]"
A0F22S01K-C11@10.jpg,"[254.98544254658384, 1.0436334818916035, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99546292701862, 0.3495557700815897, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9976950698758, 0.3993389405893639, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99111995341616, 0.6476252213907084, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.96659064440993, 1.6565777048747967, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98063858695653, 0.9734508216364023, 254.99990295031057, 0.019702521136183423, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99051339285714, 0.7657078361292653, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98854813664596, 0.9780514778553515, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
A0F22S01K-I11@10.jpg,"[253.95011645962734, 11.283193180833269, 254.75892857142858, 5.281843667902813, 254.85440120341616, 4.031638215038035, 254.87233113354037, 3.7334007829160973, 254.87667410714286, 3.659367149779305, 254.15336277173913, 9.834099878840702, 254.79410908385094, 4.785866980028079, 254.86500388198758, 3.8187947016810706, 254.87944002329192, 3.5976760470519964, 254.88271545031057, 3.542920638127355, 254.35600252329192, 8.490685797788291, 254.8240974378882, 4.310039880326975, 254.8767711568323, 3.5979160658801335, 254.8870826863354, 3.4561657353507598, 254.88955745341616, 3.4242058910463813, 254.277950310559, 8.90753511928287, 254.82252038043478, 4.274280797282493, 254.88642760093168, 3.385233534782288, 254.8997719332298, 3.1904061995570223, 254.90314440993788, 3.1432284834261646, 254.14358501552795, 9.615545317841569, 254.81698854813664, 4.345733255796604, 254.8917168090062, 3.3364478159411566, 254.90578901397515, 3.1110136496503817, 254.908943128882, 3.055553121890412, 254.20982142857142, 9.22712762074975, 254.82247185559007, 4.365545536817743, 254.88125970496895, 3.539789100479901, 254.89377911490683, 3.352166277797807, 254.8966663431677, 3.3096125275301187, 254.25754561335404, 9.168133231871833, 254.80534258540374, 4.6227575129517, 254.86124320652175, 3.8911001243915617, 254.87155473602485, 3.735583087913979, 254.87388392857142, 3.698620747695712, 254.07193808229815, 10.51469702107122, 254.76926436335404, 5.126130632214532, 254.84986413043478, 4.100443798528825, 254.86624126552795, 3.8688766112322592, 254.86995341614906, 3.8109594634411206]"
